UniprotID,Protein,mFamilyID,mSuperfamily,mSCOP,Organ
Q8BTM8,FLNA_MOUSE,81296,E set domains,850-971,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1242-1353,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1147-1251,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,2236-2328,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,379-479,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,2427-2519,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,564-666,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1630-1741,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,279-375,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,2555-2646,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,2330-2424,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,768-869,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,2158-2250,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,958-1063,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1961-2059,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1797-1875,Heart
P16056,MET_MOUSE,81296,E set domains,653-728,Heart
P16056,MET_MOUSE,81296,E set domains,559-656,Heart
P16056,MET_MOUSE,81296,E set domains,738-814,Heart
P48545,KCNJ5_MOUSE,81296,E set domains,175-371,Heart
P97794,KCNJ8_MOUSE,81296,E set domains,166-362,Heart
P35561,KCNJ2_MOUSE,81296,E set domains,168-367,Heart
O88942,NFAC1_MOUSE,81296,E set domains,595-706,Heart
P97305,NFAC3_MOUSE,81296,E set domains,599-699,Heart
O35161,CELR1_MOUSE,49899,Concanavalin A-like lectins/glucanases,1438-1664,Lungs
O35161,CELR1_MOUSE,49899,Concanavalin A-like lectins/glucanases,1688-1885,Lungs
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2900-3079,Lungs
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2305-2491,Lungs
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2710-2889,Lungs
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2137-2304,Lungs
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2489-2681,Lungs
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,3515-3689,Lungs
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,3325-3511,Lungs
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,3125-3296,Lungs
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,2931-3120,Lungs
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,2736-2919,Lungs
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,3226-3419,Brain
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,3480-3679,Brain
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,"1641-1657,2986-3163",Brain
Q80TR4,SLIT1_MOUSE,49899,Concanavalin A-like lectins/glucanases,1147-1336,Brain
Q9R1B9,SLIT2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1136-1325,Brain
Q9CPW0,CNTP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,157-343,Brain
Q9CPW0,CNTP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,973-1186,Brain
Q9CPW0,CNTP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,342-527,Brain
Q9CPW0,CNTP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,792-965,Brain
Q9R0M0,CELR2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1348-1576,Brain
Q9R0M0,CELR2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1598-1791,Brain
P97793,ALK_MOUSE,49899,Concanavalin A-like lectins/glucanases,480-637,Brain
P97793,ALK_MOUSE,49899,Concanavalin A-like lectins/glucanases,266-429,Brain
Q8K3B1,FBSP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,79-283,Brain
Q2PZL6,FAT4_MOUSE,49899,Concanavalin A-like lectins/glucanases,3958-4164,Brain
Q2PZL6,FAT4_MOUSE,49899,Concanavalin A-like lectins/glucanases,4180-4402,Brain
Q0PMG2,MDGA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,751-917,Brain
P0DI97,NRX1B_MOUSE,49899,Concanavalin A-like lectins/glucanases,"83-200,231-286",Brain
P97333,NRP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,645-803,Brain
O35375,NRP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,642-794,Brain
Q9R1B9,SLIT2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1136-1325,Kidney
Q2PZL6,FAT4_MOUSE,49899,Concanavalin A-like lectins/glucanases,3958-4164,Kidney
Q2PZL6,FAT4_MOUSE,49899,Concanavalin A-like lectins/glucanases,4180-4402,Kidney
Q91V88,NPNT_MOUSE,49899,Concanavalin A-like lectins/glucanases,420-561,Kidney
P97333,NRP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,645-803,Kidney
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,3515-3689,Kidney
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,3325-3511,Kidney
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,3125-3296,Kidney
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,2931-3120,Kidney
Q61001,LAMA5_MOUSE,49899,Concanavalin A-like lectins/glucanases,2736-2919,Kidney
P28828,PTPRM_MOUSE,49899,Concanavalin A-like lectins/glucanases,22-183,Blood
E9Q401,RYR2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1094-1207,Blood
E9Q401,RYR2_MOUSE,49899,Concanavalin A-like lectins/glucanases,672-820,Blood
E9Q401,RYR2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1425-1547,Blood
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,3226-3419,Blood
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,3480-3679,Blood
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,"1641-1657,2986-3163",Blood
Q9Z1T2,TSP4_MOUSE,49899,Concanavalin A-like lectins/glucanases,730-945,Blood
Q9Z1T2,TSP4_MOUSE,49899,Concanavalin A-like lectins/glucanases,40-166,Blood
P35441,TSP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,955-1169,Blood
P35441,TSP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,29-233,Blood
Q9R1B9,SLIT2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1136-1325,Blood
Q8VHY0,CSPG4_MOUSE,49899,Concanavalin A-like lectins/glucanases,202-381,Blood
Q8VHY0,CSPG4_MOUSE,49899,Concanavalin A-like lectins/glucanases,27-181,Blood
Q8VHS2,CRUM1_MOUSE,49899,Concanavalin A-like lectins/glucanases,461-675,Blood
Q8VHS2,CRUM1_MOUSE,49899,Concanavalin A-like lectins/glucanases,687-888,Blood
Q8VHS2,CRUM1_MOUSE,49899,Concanavalin A-like lectins/glucanases,910-1110,Blood
P14847,CRP_MOUSE,49899,Concanavalin A-like lectins/glucanases,22-223,Blood
O35206,COFA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,50-237,Blood
O88207,CO5A1_MOUSE,49899,Concanavalin A-like lectins/glucanases,39-244,Blood
P39061,COIA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,493-688,Blood
Q9R0G6,COMP_MOUSE,49899,Concanavalin A-like lectins/glucanases,527-742,Blood
A2ASQ1,AGRIN_MOUSE,49899,Concanavalin A-like lectins/glucanases,1233-1438,Blood
A2ASQ1,AGRIN_MOUSE,49899,Concanavalin A-like lectins/glucanases,1722-1948,Blood
A2ASQ1,AGRIN_MOUSE,49899,Concanavalin A-like lectins/glucanases,1491-1690,Blood
Q61592,GAS6_MOUSE,49899,Concanavalin A-like lectins/glucanases,258-447,Blood
Q61592,GAS6_MOUSE,49899,Concanavalin A-like lectins/glucanases,463-669,Blood
P97927,LAMA4_MOUSE,49899,Concanavalin A-like lectins/glucanases,1639-1814,Blood
P97927,LAMA4_MOUSE,49899,Concanavalin A-like lectins/glucanases,1456-1627,Blood
P97927,LAMA4_MOUSE,49899,Concanavalin A-like lectins/glucanases,1042-1225,Blood
P97927,LAMA4_MOUSE,49899,Concanavalin A-like lectins/glucanases,1231-1399,Blood
P97927,LAMA4_MOUSE,49899,Concanavalin A-like lectins/glucanases,"154-173,830-1025",Blood
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2900-3079,Blood
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2305-2491,Blood
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2710-2889,Blood
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2137-2304,Blood
P19137,LAMA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,2489-2681,Blood
P97412,LYST_MOUSE,49899,Concanavalin A-like lectins/glucanases,1532-1690,Blood
P0DI97,NRX1B_MOUSE,49899,Concanavalin A-like lectins/glucanases,"83-200,231-286",Blood
P97333,NRP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,645-803,Blood
O35375,NRP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,642-794,Blood
Q8C985,NRX3B_MOUSE,49899,Concanavalin A-like lectins/glucanases,"82-198,229-281",Blood
Q03350,TSP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,957-1171,Blood
Q03350,TSP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,25-226,Blood
Q6ZQA0,NBEL2_MOUSE,49899,Concanavalin A-like lectins/glucanases,579-730,Blood
Q08761,PROS_MOUSE,49899,Concanavalin A-like lectins/glucanases,266-454,Blood
Q08761,PROS_MOUSE,49899,Concanavalin A-like lectins/glucanases,469-668,Blood
Q30D77,COOA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,40-244,Blood
E9Q401,RYR2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1094-1207,Heart
E9Q401,RYR2_MOUSE,49899,Concanavalin A-like lectins/glucanases,672-820,Heart
E9Q401,RYR2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1425-1547,Heart
E9PZQ0,RYR1_MOUSE,49899,Concanavalin A-like lectins/glucanases,1081-1208,Heart
E9PZQ0,RYR1_MOUSE,49899,Concanavalin A-like lectins/glucanases,660-811,Heart
E9PZQ0,RYR1_MOUSE,49899,Concanavalin A-like lectins/glucanases,1434-1559,Heart
Q8VEK3,HNRPU_MOUSE,49899,Concanavalin A-like lectins/glucanases,260-442,Heart
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,3226-3419,Heart
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,3480-3679,Heart
Q05793,PGBM_MOUSE,49899,Concanavalin A-like lectins/glucanases,"1641-1657,2986-3163",Heart
P35441,TSP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,955-1169,Heart
P35441,TSP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,29-233,Heart
Q9R1B9,SLIT2_MOUSE,49899,Concanavalin A-like lectins/glucanases,1136-1325,Heart
Q9WVB4,SLIT3_MOUSE,49899,Concanavalin A-like lectins/glucanases,1142-1332,Heart
Q6F3F9,AGRG6_MOUSE,49899,Concanavalin A-like lectins/glucanases,169-347,Heart
O88207,CO5A1_MOUSE,49899,Concanavalin A-like lectins/glucanases,39-244,Heart
P14211,CALR_MOUSE,49899,Concanavalin A-like lectins/glucanases,"20-204,311-348",Heart
Q61245,COBA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,37-242,Heart
A2ASQ1,AGRIN_MOUSE,49899,Concanavalin A-like lectins/glucanases,1233-1438,Heart
A2ASQ1,AGRIN_MOUSE,49899,Concanavalin A-like lectins/glucanases,1722-1948,Heart
A2ASQ1,AGRIN_MOUSE,49899,Concanavalin A-like lectins/glucanases,1491-1690,Heart
Q2PZL6,FAT4_MOUSE,49899,Concanavalin A-like lectins/glucanases,3958-4164,Heart
Q2PZL6,FAT4_MOUSE,49899,Concanavalin A-like lectins/glucanases,4180-4402,Heart
Q80X19,COEA1_MOUSE,49899,Concanavalin A-like lectins/glucanases,1230-1434,Heart
P97333,NRP1_MOUSE,49899,Concanavalin A-like lectins/glucanases,645-803,Heart
O35375,NRP2_MOUSE,49899,Concanavalin A-like lectins/glucanases,642-794,Heart
Q60841,RELN_MOUSE,50939,Sialidases,"2362-2430,2542-2618,2716-2741,2775-2830",Brain
Q60841,RELN_MOUSE,50939,Sialidases,"587-640,784-859,942-971,1013-1041,1154-1177",Brain
Q60841,RELN_MOUSE,50939,Sialidases,"1679-1798,1878-1924,1961-1986,2029-2090,2247-2297",Brain
Q60841,RELN_MOUSE,50939,Sialidases,"2586-2666,2774-2808,2859-3102",Brain
Q60841,RELN_MOUSE,50939,Sialidases,"1150-1180,1321-1380",Brain
Q60841,RELN_MOUSE,50939,Sialidases,"2978-3007,3333-3394",Brain
Q5SSZ5,TENS3_MOUSE,50729,PH domain-like,1294-1434,Lungs
Q62245,SOS1_MOUSE,50729,PH domain-like,418-574,Brain
Q60610,TIAM1_MOUSE,50729,PH domain-like,1240-1401,Brain
Q60610,TIAM1_MOUSE,50729,PH domain-like,449-550,Brain
Q9QZS3,NUMB_MOUSE,50729,PH domain-like,4-170,Brain
Q99J31,OPHN1_MOUSE,50729,PH domain-like,263-364,Brain
Q9Z2A0,PDPK1_MOUSE,50729,PH domain-like,"339-359,434-554",Brain
Q5SSL4,ABR_MOUSE,50729,PH domain-like,"299-368,426-460",Brain
Q6PAJ1,BCR_MOUSE,50729,PH domain-like,"705-774,832-867",Brain
Q9WUA6,AKT3_MOUSE,50729,PH domain-like,1-112,Brain
P81122,IRS2_MOUSE,50729,PH domain-like,191-291,Brain
P81122,IRS2_MOUSE,50729,PH domain-like,31-142,Brain
P97318,DAB1_MOUSE,50729,PH domain-like,29-173,Brain
Q8C180,FRS2_MOUSE,50729,PH domain-like,9-134,Brain
P33173,KIF1A_MOUSE,50729,PH domain-like,1518-1674,Brain
P46662,MERL_MOUSE,50729,PH domain-like,215-356,Brain
O08919,NUMBL_MOUSE,50729,PH domain-like,58-205,Brain
Q9Z1B3,PLCB1_MOUSE,50729,PH domain-like,17-145,Brain
Q3UHC7,DAB2P_MOUSE,50729,PH domain-like,161-211,Brain
A2ALK8,PTN3_MOUSE,50729,PH domain-like,215-360,Liver
Q8K4S1,PLCE1_MOUSE,50729,PH domain-like,"853-894,928-1005",Kidney
Q8CGB6,TNS2_MOUSE,50729,PH domain-like,1256-1398,Kidney
Q61234,SNTA1_MOUSE,50729,PH domain-like,155-263,Blood
Q61234,SNTA1_MOUSE,50729,PH domain-like,292-399,Blood
Q62245,SOS1_MOUSE,50729,PH domain-like,418-574,Blood
P34152,FAK1_MOUSE,50729,PH domain-like,254-362,Blood
Q924S8,SPRE1_MOUSE,50729,PH domain-like,14-123,Blood
O09039,SH2B3_MOUSE,50729,PH domain-like,156-280,Blood
P98083,SHC1_MOUSE,50729,PH domain-like,128-317,Blood
P70335,ROCK1_MOUSE,50729,PH domain-like,"1117-1207,1289-1320",Blood
Q9Z2A0,PDPK1_MOUSE,50729,PH domain-like,"339-359,434-554",Blood
P70336,ROCK2_MOUSE,50729,PH domain-like,"1149-1239,1316-1350",Blood
Q60992,VAV2_MOUSE,50729,PH domain-like,378-540,Blood
Q9JHK5,PLEK_MOUSE,50729,PH domain-like,243-347,Blood
Q9JHK5,PLEK_MOUSE,50729,PH domain-like,4-102,Blood
Q62077,PLCG1_MOUSE,50729,PH domain-like,26-141,Blood
Q62077,PLCG1_MOUSE,50729,PH domain-like,476-522,Blood
Q8R3B1,PLCD1_MOUSE,50729,PH domain-like,15-129,Blood
Q8K1B8,URP2_MOUSE,50729,PH domain-like,360-453,Blood
Q8K1B8,URP2_MOUSE,50729,PH domain-like,552-640,Blood
Q8K2J0,PLCD3_MOUSE,50729,PH domain-like,54-165,Blood
Q5SSL4,ABR_MOUSE,50729,PH domain-like,"299-368,426-460",Blood
P31750,AKT1_MOUSE,50729,PH domain-like,1-113,Blood
Q9QYY0,GAB1_MOUSE,50729,PH domain-like,3-133,Blood
Q9QVP9,FAK2_MOUSE,50729,PH domain-like,261-365,Blood
Q6PAJ1,BCR_MOUSE,50729,PH domain-like,"705-774,832-867",Blood
P39054,DYN2_MOUSE,50729,PH domain-like,520-626,Blood
P70429,EVL_MOUSE,50729,PH domain-like,1-141,Blood
Q8CIB5,FERM2_MOUSE,50729,PH domain-like,569-657,Blood
Q8CIB5,FERM2_MOUSE,50729,PH domain-like,383-476,Blood
Q9WUA6,AKT3_MOUSE,50729,PH domain-like,1-112,Blood
Q99MK8,ARBK1_MOUSE,50729,PH domain-like,554-664,Blood
Q8K2Y9,CCM2_MOUSE,50729,PH domain-like,"58-157,185-223",Blood
Q8BZ03,KPCD2_MOUSE,50729,PH domain-like,400-510,Blood
Q62101,KPCD1_MOUSE,50729,PH domain-like,429-547,Blood
P97412,LYST_MOUSE,50729,PH domain-like,3000-3104,Blood
Q62120,JAK2_MOUSE,50729,PH domain-like,279-386,Blood
O35671,ITBP1_MOUSE,50729,PH domain-like,54-193,Blood
Q9R0C8,VAV3_MOUSE,50729,PH domain-like,378-540,Blood
Q3UHC7,DAB2P_MOUSE,50729,PH domain-like,161-211,Blood
Q9D3A8,CAPON_MOUSE,50729,PH domain-like,16-170,Blood
Q8C4V1,RHG24_MOUSE,50729,PH domain-like,17-122,Blood
P51432,PLCB3_MOUSE,50729,PH domain-like,17-146,Blood
Q8BL80,RHG22_MOUSE,50729,PH domain-like,37-198,Blood
Q6ZQA0,NBEL2_MOUSE,50729,PH domain-like,1906-1998,Blood
B2RQE8,RHG42_MOUSE,50729,PH domain-like,229-336,Blood
Q61234,SNTA1_MOUSE,50729,PH domain-like,155-263,Heart
Q61234,SNTA1_MOUSE,50729,PH domain-like,292-399,Heart
Q62245,SOS1_MOUSE,50729,PH domain-like,418-574,Heart
Q924S8,SPRE1_MOUSE,50729,PH domain-like,14-123,Heart
P98083,SHC1_MOUSE,50729,PH domain-like,128-317,Heart
Q9QYY0,GAB1_MOUSE,50729,PH domain-like,3-133,Heart
E9Q394,AKP13_MOUSE,50729,PH domain-like,2172-2296,Heart
P39054,DYN2_MOUSE,50729,PH domain-like,520-626,Heart
Q9EQG9,CERT_MOUSE,50729,PH domain-like,4-115,Heart
Q8R2V5,ADAP2_MOUSE,50729,PH domain-like,251-361,Heart
Q8R2V5,ADAP2_MOUSE,50729,PH domain-like,132-231,Heart
Q9D3A8,CAPON_MOUSE,50729,PH domain-like,16-170,Heart
Q99MK8,ARBK1_MOUSE,50729,PH domain-like,554-664,Heart
Q8K2Y9,CCM2_MOUSE,50729,PH domain-like,"58-157,185-223",Heart
Q8C180,FRS2_MOUSE,50729,PH domain-like,9-134,Heart
Q62120,JAK2_MOUSE,50729,PH domain-like,279-386,Heart
Q3TWW8,SRSF6_MOUSE,54928,"RNA-binding domain, RBD",3-144,Lungs
Q3TWW8,SRSF6_MOUSE,54928,"RNA-binding domain, RBD",110-213,Lungs
Q3US41,ESRP1_MOUSE,54928,"RNA-binding domain, RBD",435-528,Lungs
Q3US41,ESRP1_MOUSE,54928,"RNA-binding domain, RBD",320-414,Lungs
Q3US41,ESRP1_MOUSE,54928,"RNA-binding domain, RBD",221-308,Lungs
Q3US41,ESRP1_MOUSE,54928,"RNA-binding domain, RBD",625-661,Lungs
Q8K0G8,ESRP2_MOUSE,54928,"RNA-binding domain, RBD",462-551,Lungs
Q8K0G8,ESRP2_MOUSE,54928,"RNA-binding domain, RBD",241-331,Lungs
Q8K0G8,ESRP2_MOUSE,54928,"RNA-binding domain, RBD",344-437,Lungs
Q8BP71,RFOX2_MOUSE,54928,"RNA-binding domain, RBD",158-262,Brain
Q91Z31,PTBP2_MOUSE,54928,"RNA-binding domain, RBD",176-279,Brain
Q91Z31,PTBP2_MOUSE,54928,"RNA-binding domain, RBD",53-136,Brain
Q91Z31,PTBP2_MOUSE,54928,"RNA-binding domain, RBD",329-420,Brain
Q91Z31,PTBP2_MOUSE,54928,"RNA-binding domain, RBD",442-529,Brain
Q8CHC4,SYNJ1_MOUSE,54928,"RNA-binding domain, RBD",881-971,Brain
Q9D2G5,SYNJ2_MOUSE,54928,"RNA-binding domain, RBD",877-967,Brain
E9PYH6,SET1A_MOUSE,54928,"RNA-binding domain, RBD",68-168,Brain
Q61701,ELAV4_MOUSE,54928,"RNA-binding domain, RBD","137-227,299-382",Brain
Q61701,ELAV4_MOUSE,54928,"RNA-binding domain, RBD",25-132,Brain
Q60668,HNRPD_MOUSE,54928,"RNA-binding domain, RBD",178-287,Brain
Q60668,HNRPD_MOUSE,54928,"RNA-binding domain, RBD",96-178,Brain
P28659,CELF1_MOUSE,54928,"RNA-binding domain, RBD","107-198,398-482",Brain
P28659,CELF1_MOUSE,54928,"RNA-binding domain, RBD",7-102,Brain
O88477,IF2B1_MOUSE,54928,"RNA-binding domain, RBD",2-157,Brain
O70343,PRGC1_MOUSE,54928,"RNA-binding domain, RBD",670-737,Brain
P62996,TRA2B_MOUSE,54928,"RNA-binding domain, RBD",88-211,Brain
Q60668,HNRPD_MOUSE,54928,"RNA-binding domain, RBD",178-287,Liver
Q60668,HNRPD_MOUSE,54928,"RNA-binding domain, RBD",96-178,Liver
Q6PDM2,SRSF1_MOUSE,54928,"RNA-binding domain, RBD",15-184,Blood
Q8BP71,RFOX2_MOUSE,54928,"RNA-binding domain, RBD",158-262,Blood
P09405,NUCL_MOUSE,54928,"RNA-binding domain, RBD",563-674,Blood
P09405,NUCL_MOUSE,54928,"RNA-binding domain, RBD",477-558,Blood
P09405,NUCL_MOUSE,54928,"RNA-binding domain, RBD",387-471,Blood
P09405,NUCL_MOUSE,54928,"RNA-binding domain, RBD",299-389,Blood
Q0VBL3,RBM15_MOUSE,54928,"RNA-binding domain, RBD",372-526,Blood
Q0VBL3,RBM15_MOUSE,54928,"RNA-binding domain, RBD",109-247,Blood
Q9WU40,MAN1_MOUSE,54928,"RNA-binding domain, RBD",790-881,Blood
Q0VBL3,RBM15_MOUSE,54928,"RNA-binding domain, RBD",372-526,Spleen
Q0VBL3,RBM15_MOUSE,54928,"RNA-binding domain, RBD",109-247,Spleen
Q6PDM2,SRSF1_MOUSE,54928,"RNA-binding domain, RBD",15-184,Heart
Q8BP71,RFOX2_MOUSE,54928,"RNA-binding domain, RBD",158-262,Heart
Q8K310,MATR3_MOUSE,54928,"RNA-binding domain, RBD",482-572,Heart
Q8K310,MATR3_MOUSE,54928,"RNA-binding domain, RBD",391-475,Heart
Q0VBL3,RBM15_MOUSE,54928,"RNA-binding domain, RBD",372-526,Heart
Q0VBL3,RBM15_MOUSE,54928,"RNA-binding domain, RBD",109-247,Heart
D3Z4I3,RBM24_MOUSE,54928,"RNA-binding domain, RBD",6-89,Heart
Q3UQS8,RBM20_MOUSE,54928,"RNA-binding domain, RBD",516-597,Heart
Q9Z0M5,LICH_MOUSE,53474,alpha/beta-Hydrolases,27-393,Lungs
Q3UUQ7,PGAP1_MOUSE,53474,alpha/beta-Hydrolases,84-299,Brain
Q8BTG7,NDRG4_MOUSE,53474,alpha/beta-Hydrolases,10-284,Brain
O88531,PPT1_MOUSE,53474,alpha/beta-Hydrolases,28-305,Brain
B0F2B4,NLGN4_MOUSE,53474,alpha/beta-Hydrolases,"29-405,433-671",Brain
Q91X34,BAAT_MOUSE,53474,alpha/beta-Hydrolases,"65-367,398-412",Liver
P97321,SEPR_MOUSE,53474,alpha/beta-Hydrolases,512-757,Blood
Q7TMR0,PCP_MOUSE,53474,alpha/beta-Hydrolases,113-457,Blood
Q920A5,RISC_MOUSE,53474,alpha/beta-Hydrolases,34-450,Blood
Q8BTG7,NDRG4_MOUSE,53474,alpha/beta-Hydrolases,10-284,Heart
Q61301,CTNA2_MOUSE,47220,alpha-catenin/vinculin-like,57-259,Brain
Q61301,CTNA2_MOUSE,47220,alpha-catenin/vinculin-like,506-629,Brain
Q61301,CTNA2_MOUSE,47220,alpha-catenin/vinculin-like,"672-802,852-909",Brain
Q61301,CTNA2_MOUSE,47220,alpha-catenin/vinculin-like,375-504,Brain
Q65CL1,CTNA3_MOUSE,47220,alpha-catenin/vinculin-like,55-257,Blood
Q65CL1,CTNA3_MOUSE,47220,alpha-catenin/vinculin-like,663-851,Blood
Q65CL1,CTNA3_MOUSE,47220,alpha-catenin/vinculin-like,503-626,Blood
Q65CL1,CTNA3_MOUSE,47220,alpha-catenin/vinculin-like,372-501,Blood
Q65CL1,CTNA3_MOUSE,47220,alpha-catenin/vinculin-like,55-257,Heart
Q65CL1,CTNA3_MOUSE,47220,alpha-catenin/vinculin-like,663-851,Heart
Q65CL1,CTNA3_MOUSE,47220,alpha-catenin/vinculin-like,503-626,Heart
Q65CL1,CTNA3_MOUSE,47220,alpha-catenin/vinculin-like,372-501,Heart
Q8BML9,SYQ_MOUSE,52374,Nucleotidylyl transferase,263-571,Brain
O88428,PAPS2_MOUSE,52374,Nucleotidylyl transferase,391-614,Blood
P32921,SYWC_MOUSE,52374,Nucleotidylyl transferase,87-468,Blood
Q9CYK1,SYWM_MOUSE,52374,Nucleotidylyl transferase,36-359,Blood
P62889,RL30_MOUSE,55315,L30e-like,13-106,Liver
P48316,GA45A_MOUSE,55315,L30e-like,16-137,Blood
P0C090,RC3H2_MOUSE,90229,CCCH zinc finger,409-441,Lungs
Q8C1B2,PARPT_MOUSE,90229,CCCH zinc finger,239-263,Kidney
Q8C1B2,PARPT_MOUSE,90229,CCCH zinc finger,239-263,Blood
Q5D1E7,ZC12A_MOUSE,90229,CCCH zinc finger,302-325,Blood
P23950,TISB_MOUSE,90229,CCCH zinc finger,111-146,Blood
P23950,TISB_MOUSE,90229,CCCH zinc finger,151-183,Blood
Q4VGL6,RC3H1_MOUSE,90229,CCCH zinc finger,411-444,Spleen
P0C090,RC3H2_MOUSE,90229,CCCH zinc finger,409-441,Spleen
Q5D1E7,ZC12A_MOUSE,90229,CCCH zinc finger,302-325,Heart
P23950,TISB_MOUSE,90229,CCCH zinc finger,111-146,Heart
P23950,TISB_MOUSE,90229,CCCH zinc finger,151-183,Heart
Q9Z1R2,BAG6_MOUSE,54236,Ubiquitin-like,7-104,Lungs
Q8K5C0,GRHL2_MOUSE,54236,Ubiquitin-like,538-602,Lungs
Q60610,TIAM1_MOUSE,54236,Ubiquitin-like,770-807,Brain
Q8CHG7,RPGF2_MOUSE,54236,Ubiquitin-like,609-688,Brain
P61961,UFM1_MOUSE,54236,Ubiquitin-like,1-85,Brain
B2RXS4,PLXB2_MOUSE,54236,Ubiquitin-like,1471-1563,Brain
P70398,USP9X_MOUSE,54236,Ubiquitin-like,884-966,Brain
Q91WA6,SHRPN_MOUSE,54236,Ubiquitin-like,233-288,Brain
Q61062,DVL3_MOUSE,54236,Ubiquitin-like,2-80,Brain
Q9QZQ1,AFAD_MOUSE,54236,Ubiquitin-like,247-347,Brain
Q9QZQ1,AFAD_MOUSE,54236,Ubiquitin-like,39-139,Brain
Q9Z1R2,BAG6_MOUSE,54236,Ubiquitin-like,7-104,Brain
P25916,BMI1_MOUSE,54236,Ubiquitin-like,160-210,Brain
Q80Y83,DIXC1_MOUSE,54236,Ubiquitin-like,628-706,Brain
P46662,MERL_MOUSE,54236,Ubiquitin-like,19-103,Brain
